frame,wallclock,cycle_ms,post_ms,lv_ms,find_ms,dirreq,fetch_ms,http,bytes,medY,meanY,p90,sat,file,note
26,09:48:19,10540,61,45,25,2,15,200,4666,0.02106,0.01995,0.196,0.0000,IMG_0301.CR3,
27,09:48:34,10547,66,52,31,2,15,200,4690,0.02125,0.02018,0.200,0.0000,IMG_0302.CR3,
28,09:48:49,10553,62,44,36,2,16,200,4692,0.02147,0.02041,0.200,0.0000,IMG_0303.CR3,
29,09:49:04,10560,64,52,44,2,14,200,4700,0.02174,0.02062,0.200,0.0000,IMG_0304.CR3,
30,09:49:19,10561,62,44,45,2,15,200,4665,0.02195,0.02086,0.200,0.0000,IMG_0305.CR3,
31,09:49:34,10565,64,44,50,2,13,200,4693,0.02229,0.02116,0.204,0.0000,IMG_0306.CR3,
32,09:49:49,10575,72,44,58,2,16,200,4686,0.02257,0.02144,0.204,0.0000,IMG_0307.CR3,
33,09:50:04,10575,71,44,60,2,14,200,4661,0.02288,0.02171,0.208,0.0000,IMG_0308.CR3,
34,09:50:19,10582,64,45,66,2,15,200,4667,0.02319,0.02199,0.208,0.0000,IMG_0309.CR3,
35,09:50:34,10586,72,45,71,2,13,200,4692,0.02353,0.02232,0.208,0.0000,IMG_0310.CR3,
36,09:50:49,10593,77,44,78,2,14,200,4688,0.02381,0.02262,0.212,0.0000,IMG_0311.CR3,
37,09:51:04,10599,67,46,83,2,14,200,4705,0.02416,0.02291,0.212,0.0000,IMG_0312.CR3,
38,09:51:19,10605,66,45,86,2,18,200,4705,0.02454,0.02326,0.216,0.0000,IMG_0313.CR3,
39,09:51:34,10614,66,44,100,2,13,200,4690,0.02492,0.02364,0.216,0.0000,IMG_0314.CR3,
40,09:51:49,10610,68,45,89,2,18,200,4672,0.02525,0.02397,0.216,0.0000,IMG_0315.CR3,
41,09:52:04,10614,64,45,99,2,14,200,4698,0.02566,0.02433,0.220,0.0000,IMG_0316.CR3,
42,09:52:19,10619,85,45,101,2,16,200,4683,0.02602,0.02469,0.220,0.0000,IMG_0317.CR3,
43,09:52:34,10626,69,46,111,2,14,200,4696,0.02640,0.02504,0.224,0.0000,IMG_0318.CR3,
44,09:52:49,10626,68,44,107,2,18,200,4732,0.02683,0.02544,0.224,0.0000,IMG_0319.CR3,
45,09:53:04,10623,76,44,108,2,13,200,4738,0.02726,0.02583,0.227,0.0000,IMG_0320.CR3,
46,09:53:19,10637,73,45,122,2,13,200,4714,0.02776,0.02630,0.227,0.0000,IMG_0321.CR3,
47,09:53:34,10627,64,52,111,2,14,200,4725,0.02826,0.02678,0.231,0.0000,IMG_0322.CR3,
48,09:53:49,10637,72,44,121,2,14,200,4701,0.02897,0.02743,0.231,0.0000,IMG_0323.CR3,
49,09:54:04,10645,69,43,128,2,16,200,4745,0.02970,0.02814,0.235,0.0000,IMG_0324.CR3,
