frame,set,mode,thumbs,wallclock,cycle_ms,post_ms,post_http,notify_http,notify_ms,polls,fetch_ms,fetch_http,fetch_bytes,iso,iso_ms,file,medY,meanY,note
1,1,a,0,13:17:04,8870,65,200,200,860,3,0,0,0,1250,10,IMG_0007.CR3,-1.00000,-1.00000,
2,1,a,1,13:17:17,8994,82,200,200,896,3,49,200,2977,1600,29,IMG_0008.CR3,0.00049,0.02724,
3,1,a,2,13:17:30,9006,95,200,200,923,4,50,200,3039,1250,31,IMG_0009.CR3,0.00049,0.02972,
4,1,a,3,13:17:43,8976,98,200,200,891,3,39,200,3288,1600,44,IMG_0010.CR3,0.00052,0.04154,
5,1,a,4,13:17:56,9030,142,200,200,944,3,46,200,3227,1250,39,IMG_0011.CR3,0.00051,0.03921,
6,1,a,5,13:18:09,9004,117,200,200,926,3,40,200,3366,1600,36,IMG_0012.CR3,0.00057,0.05311,
7,1,a,6,13:18:22,9040,128,200,200,957,3,46,200,3381,1250,36,IMG_0013.CR3,0.00053,0.04726,
8,1,a,7,13:18:35,8975,93,200,200,892,3,33,200,3435,1600,49,IMG_0014.CR3,0.00060,0.05718,
9,1,a,8,13:18:48,9021,132,200,200,943,3,40,200,3350,1250,37,IMG_0015.CR3,0.00054,0.04805,
10,1,a,9,13:19:01,9010,126,200,200,931,3,34,200,3420,1600,43,IMG_0016.CR3,0.00060,0.05853,
11,1,a,10,13:19:14,9039,134,200,200,957,4,50,200,3326,1250,31,IMG_0017.CR3,0.00054,0.04836,
12,1,a,11,13:19:27,8975,97,200,200,898,4,36,200,3437,1600,40,IMG_0018.CR3,0.00061,0.05966,
13,1,a,12,13:19:40,9033,142,200,200,950,3,42,200,3369,1250,39,IMG_0019.CR3,0.00054,0.04875,
14,1,a,13,13:19:53,9006,114,200,200,926,3,41,200,3382,1600,38,IMG_0020.CR3,0.00060,0.05864,
15,1,a,14,13:20:06,9018,120,200,200,936,3,47,200,3391,1250,34,IMG_0021.CR3,0.00053,0.04812,
16,1,a,15,13:20:19,8994,114,200,200,918,3,35,200,3430,1600,40,IMG_0022.CR3,0.00058,0.05706,
17,1,a,16,13:20:32,9022,134,200,200,939,3,36,200,3353,1250,44,IMG_0023.CR3,0.00053,0.04581,
18,1,a,17,13:20:45,9001,125,200,200,922,3,35,200,3405,1600,43,IMG_0024.CR3,0.00058,0.05548,
19,1,a,18,13:20:58,9040,134,200,200,957,4,49,200,3332,1250,33,IMG_0025.CR3,0.00052,0.04389,
20,1,a,19,13:21:11,8998,110,200,200,920,3,41,200,3386,1600,36,IMG_0026.CR3,0.00056,0.05095,
21,1,a,20,13:21:24,9011,120,200,200,933,3,41,200,3310,1250,36,IMG_0027.CR3,0.00051,0.04273,
22,1,a,21,13:21:37,8991,121,200,200,914,4,33,200,3359,1600,43,IMG_0028.CR3,0.00057,0.05080,
23,1,a,22,13:21:50,9049,147,200,200,968,3,48,200,3332,1250,32,IMG_0029.CR3,0.00052,0.04346,
24,1,a,23,13:22:03,8983,105,200,200,908,3,31,200,3380,1600,43,IMG_0030.CR3,0.00056,0.05419,
25,1,a,24,13:22:16,9027,141,200,200,946,3,45,200,3324,1250,35,IMG_0031.CR3,0.00052,0.04419,
26,1,a,25,13:22:29,8995,123,200,200,916,3,33,200,3417,1600,45,IMG_0032.CR3,0.00056,0.05412,
27,1,a,26,13:22:42,9008,139,200,200,939,4,35,200,3297,1250,32,IMG_0033.CR3,0.00051,0.04292,
28,1,a,27,13:22:55,9018,153,200,200,944,3,32,200,3411,1600,41,IMG_0034.CR3,0.00053,0.05096,
29,1,a,28,13:23:08,9042,145,200,200,962,3,45,200,3208,1250,34,IMG_0035.CR3,0.00050,0.03961,
30,1,a,29,13:23:21,9006,114,200,200,923,4,40,200,3360,1600,41,IMG_0036.CR3,0.00055,0.05025,
31,1,a,30,13:23:34,9003,123,200,200,918,3,35,200,3265,1250,49,IMG_0037.CR3,0.00051,0.04178,
32,1,a,31,13:23:47,9002,122,200,200,929,3,31,200,3397,1600,41,IMG_0038.CR3,0.00055,0.05091,
33,1,a,32,13:24:00,9035,135,200,200,955,3,44,200,3207,1250,35,IMG_0039.CR3,0.00050,0.03826,
34,1,a,33,13:24:13,8986,112,200,200,904,3,33,200,3378,1600,48,IMG_0040.CR3,0.00053,0.04644,
35,1,a,34,13:24:26,9016,145,200,200,939,4,34,200,3169,1250,42,IMG_0041.CR3,0.00050,0.03540,
36,1,a,35,13:24:39,9012,138,200,200,930,3,31,200,3353,1600,50,IMG_0042.CR3,0.00054,0.04463,
37,1,a,36,13:24:52,9036,139,200,200,957,3,43,200,3228,1250,34,IMG_0043.CR3,0.00051,0.03745,
38,1,a,37,13:25:05,9010,110,200,200,931,3,44,200,3341,1600,33,IMG_0044.CR3,0.00055,0.04697,
39,1,a,38,13:25:18,9001,111,200,200,928,3,35,200,3217,1250,38,IMG_0045.CR3,0.00051,0.03734,
40,1,a,39,13:25:31,8990,124,200,200,916,4,33,200,3376,1600,39,IMG_0046.CR3,0.00054,0.04929,
41,1,a,40,13:25:44,9050,152,200,200,966,3,43,200,3268,1250,41,IMG_0047.CR3,0.00050,0.04140,
42,1,a,41,13:25:57,8983,110,200,200,907,3,34,200,3377,1600,41,IMG_0048.CR3,0.00054,0.05124,
43,1,a,42,13:26:10,9021,143,200,200,945,4,40,200,3235,1250,34,IMG_0049.CR3,0.00050,0.04066,
44,1,a,43,13:26:23,8993,135,200,200,918,3,33,200,3342,1600,41,IMG_0050.CR3,0.00051,0.04600,
45,1,a,44,13:26:36,9053,151,200,200,971,3,45,200,3002,1250,35,IMG_0051.CR3,0.00049,0.03287,
46,1,a,45,13:26:49,8983,109,200,200,910,3,31,200,3169,1600,42,IMG_0052.CR3,0.00050,0.03871,
47,1,a,46,13:27:02,9025,137,200,200,946,3,35,200,3008,1250,42,IMG_0053.CR3,0.00049,0.02975,
48,1,a,47,13:27:15,9000,118,200,200,921,3,32,200,3109,1600,46,IMG_0054.CR3,0.00049,0.03733,
49,1,a,48,13:27:28,9032,133,200,200,951,3,40,200,3056,1250,39,IMG_0055.CR3,0.00049,0.03092,
50,1,a,49,13:27:41,9016,116,200,200,935,3,45,200,3151,1600,34,IMG_0056.CR3,0.00049,0.04218,
51,1,a,50,13:27:54,8998,115,200,200,924,4,38,200,3044,1250,34,IMG_0057.CR3,0.00049,0.02934,
52,1,a,51,13:28:07,9004,134,200,200,923,3,33,200,3037,1600,46,IMG_0058.CR3,0.00049,0.03370,
53,1,a,52,13:28:20,9019,141,200,200,944,4,42,200,3080,1250,31,IMG_0059.CR3,0.00048,0.02447,
54,1,a,53,13:28:33,8998,136,200,200,926,3,33,200,2978,1600,36,IMG_0060.CR3,0.00049,0.02993,
55,1,a,54,13:28:46,9043,140,200,200,961,3,41,200,2993,1250,38,IMG_0061.CR3,0.00048,0.02189,
56,1,a,55,13:28:59,9014,118,200,200,933,3,49,200,2927,1600,30,IMG_0062.CR3,0.00049,0.02755,
57,1,a,56,13:29:12,8995,109,200,200,916,3,32,200,3010,1250,44,IMG_0063.CR3,0.00048,0.02154,
58,1,a,57,13:29:25,9004,125,200,200,932,4,31,200,2935,1600,41,IMG_0064.CR3,0.00049,0.02873,
59,1,a,58,13:29:38,9044,140,200,200,962,5,45,200,3023,1250,34,IMG_0065.CR3,0.00048,0.02279,
60,1,a,59,13:29:51,9003,98,200,200,921,3,45,200,2933,1600,35,IMG_0066.CR3,0.00049,0.02860,
61,1,a,60,13:30:04,8999,110,200,200,922,3,41,200,2955,1250,34,IMG_0067.CR3,0.00048,0.02189,
62,1,a,61,13:30:17,9002,123,200,200,922,3,33,200,3158,1600,46,IMG_0068.CR3,0.00049,0.02532,
63,1,a,62,13:30:31,9031,137,200,200,953,3,41,200,2990,1250,35,IMG_0069.CR3,0.00049,0.01950,
64,1,a,63,13:30:44,8999,121,200,200,926,3,33,200,3113,1600,38,IMG_0070.CR3,0.00049,0.02663,
65,1,a,64,13:30:57,9031,144,200,200,951,3,47,200,3025,1250,33,IMG_0071.CR3,0.00049,0.01985,
66,1,a,65,13:31:10,8987,112,200,200,906,3,36,200,3235,1600,42,IMG_0072.CR3,0.00050,0.02798,
67,1,a,66,13:31:23,9040,215,200,200,959,4,45,200,3037,1250,35,IMG_0073.CR3,0.00049,0.02088,
68,1,a,67,13:31:36,8975,114,200,200,898,3,35,200,3244,1600,41,IMG_0074.CR3,0.00051,0.02700,
69,1,a,68,13:31:49,9038,154,200,200,961,3,37,200,3110,1250,39,IMG_0075.CR3,0.00049,0.02093,
70,1,a,69,13:32:02,9007,121,200,200,930,3,35,200,3387,1600,42,IMG_0076.CR3,0.00053,0.03290,
71,1,a,70,13:32:15,9032,126,200,200,948,3,51,200,3351,1250,32,IMG_0077.CR3,0.00052,0.03090,
72,1,a,71,13:32:28,8975,105,200,200,899,3,32,200,3504,1600,42,IMG_0078.CR3,0.00062,0.04834,
73,1,a,72,13:32:41,9046,148,200,200,962,3,45,200,3402,1250,37,IMG_0079.CR3,0.00056,0.03703,
74,1,a,73,13:32:54,8998,108,200,200,923,3,36,200,3397,1600,38,IMG_0080.CR3,0.00061,0.04332,
75,1,a,74,13:33:07,9035,129,200,200,951,4,48,200,3376,1250,34,IMG_0081.CR3,0.00057,0.03576,
76,1,a,75,13:33:20,8980,106,200,200,904,4,34,200,3569,1600,41,IMG_0082.CR3,0.00070,0.05715,
77,1,a,76,13:33:33,9026,140,200,200,948,3,40,200,3536,1250,35,IMG_0083.CR3,0.00066,0.05214,
78,1,a,77,13:33:46,9014,128,200,200,935,3,39,200,3529,1600,37,IMG_0084.CR3,0.00069,0.05537,
79,1,a,78,13:33:59,9027,115,200,200,941,3,50,200,3380,1250,35,IMG_0085.CR3,0.00059,0.04009,
80,1,a,79,13:34:12,8981,104,200,200,906,3,36,200,3610,1600,39,IMG_0086.CR3,0.00074,0.06307,
81,1,a,80,13:34:25,9044,132,200,200,961,3,44,200,3703,1250,38,IMG_0087.CR3,0.00074,0.06610,
82,1,a,81,13:34:38,9012,105,200,200,923,3,47,200,3695,1600,39,IMG_0088.CR3,0.00084,0.08561,
83,1,a,82,13:34:51,9016,100,200,200,937,3,40,200,3715,1250,37,IMG_0089.CR3,0.00074,0.06964,
84,1,a,83,13:35:04,8975,97,200,200,900,3,32,200,3708,1600,42,IMG_0090.CR3,0.00078,0.07792,
85,1,a,84,13:35:17,9024,134,200,200,948,3,38,200,3544,1250,33,IMG_0091.CR3,0.00067,0.05632,
86,1,a,85,13:35:30,9013,127,200,200,939,3,37,200,3668,1600,35,IMG_0092.CR3,0.00071,0.06709,
87,1,a,86,13:35:43,9029,123,200,200,947,3,49,200,3544,1250,32,IMG_0093.CR3,0.00063,0.05306,
88,1,a,87,13:35:56,8990,113,200,200,913,3,32,200,3610,1600,43,IMG_0094.CR3,0.00069,0.06659,
89,1,a,88,13:36:09,9035,136,200,200,950,3,51,200,3478,1250,33,IMG_0095.CR3,0.00060,0.05036,
90,1,a,89,13:36:22,9004,106,200,200,923,3,42,200,3567,1600,37,IMG_0096.CR3,0.00067,0.06110,
91,1,a,90,13:36:35,9021,122,200,200,939,3,50,200,3461,1250,28,IMG_0097.CR3,0.00059,0.04804,
92,1,a,91,13:36:48,8987,103,200,200,912,3,36,200,3613,1600,37,IMG_0098.CR3,0.00070,0.06395,
93,1,a,92,13:37:01,9035,129,200,200,949,4,47,200,3530,1250,37,IMG_0099.CR3,0.00062,0.05406,
94,1,a,93,13:37:14,8996,107,200,200,917,3,38,200,3577,1600,39,IMG_0100.CR3,0.00069,0.06354,
95,1,a,94,13:37:27,9036,122,200,200,952,3,51,200,3476,1250,32,IMG_0101.CR3,0.00057,0.04487,
96,1,a,95,13:37:40,8978,99,200,200,902,3,34,200,3545,1600,34,IMG_0102.CR3,0.00067,0.05869,
97,1,a,96,13:37:53,9034,135,200,200,956,3,44,200,3469,1250,32,IMG_0103.CR3,0.00057,0.04573,
98,1,a,97,13:38:06,9009,120,200,200,929,3,39,200,3559,1600,39,IMG_0104.CR3,0.00067,0.05830,
99,1,a,98,13:38:19,9005,116,200,200,927,3,38,200,3503,1250,39,IMG_0105.CR3,0.00059,0.04764,
100,1,a,99,13:38:32,9008,130,200,200,933,3,38,200,3584,1600,35,IMG_0106.CR3,0.00067,0.06182,
101,1,a,100,13:38:45,9042,130,200,200,957,3,45,200,3484,1250,39,IMG_0107.CR3,0.00059,0.04864,
102,1,a,101,13:38:58,8973,97,200,200,896,3,34,200,3567,1600,42,IMG_0108.CR3,0.00068,0.06174,
103,1,a,102,13:39:11,9025,136,200,200,945,3,44,200,3495,1250,34,IMG_0109.CR3,0.00059,0.04924,
104,1,a,103,13:39:24,9026,122,200,200,945,3,48,200,3553,1600,31,IMG_0110.CR3,0.00067,0.06021,
105,1,a,104,13:39:37,9019,111,200,200,938,3,44,200,3459,1250,35,IMG_0111.CR3,0.00059,0.04641,
106,1,a,105,13:39:50,8976,100,200,200,895,3,33,200,3530,1600,47,IMG_0112.CR3,0.00066,0.05780,
107,1,a,106,13:40:03,9023,140,200,200,940,3,35,200,3476,1250,45,IMG_0113.CR3,0.00058,0.04459,
108,1,a,107,13:40:16,9033,134,200,200,953,4,45,200,3533,1600,32,IMG_0114.CR3,0.00067,0.05936,
109,1,a,108,13:40:29,9013,104,200,200,929,3,46,200,3483,1250,37,IMG_0115.CR3,0.00057,0.04539,
110,1,a,109,13:40:42,8973,103,200,200,897,3,33,200,3542,1600,42,IMG_0116.CR3,0.00065,0.05728,
111,1,b,109,13:40:55,9030,134,200,200,951,4,47,200,90517,1250,29,IMG_0117.CR3,0.00217,0.00479,
112,1,b,109,13:41:08,9018,116,200,200,933,3,52,200,90172,1600,28,IMG_0118.CR3,0.00212,0.00476,
113,1,b,109,13:41:21,9027,111,200,200,940,3,55,200,89989,1250,29,IMG_0119.CR3,0.00214,0.00477,
114,1,b,109,13:41:34,8983,95,200,200,902,3,49,200,90353,1600,30,IMG_0120.CR3,0.00216,0.00465,
115,1,b,109,13:41:47,9015,125,200,200,939,3,45,200,90577,1250,29,IMG_0121.CR3,0.00214,0.00447,
116,1,b,109,13:42:00,9011,125,200,200,924,3,55,200,89915,1600,29,IMG_0122.CR3,0.00213,0.00438,
117,1,b,109,13:42:13,9167,124,200,200,942,3,145,200,89929,1250,77,IMG_0123.CR3,0.00212,0.00453,
118,1,b,109,13:42:26,8983,100,200,200,903,4,42,200,90413,1600,36,IMG_0124.CR3,0.00214,0.00482,
119,1,b,109,13:42:39,9034,134,200,200,948,4,54,200,90039,1250,29,IMG_0125.CR3,0.00211,0.00483,
120,1,b,109,13:42:52,9004,108,200,200,923,3,46,200,89566,1600,29,IMG_0126.CR3,0.00211,0.00497,
121,1,b,109,13:43:05,9033,117,200,200,941,3,62,200,90110,1250,28,IMG_0127.CR3,0.00214,0.00504,
122,1,b,109,13:43:18,8997,97,200,200,910,3,58,200,90736,1600,27,IMG_0128.CR3,0.00213,0.00502,
123,1,b,109,13:43:31,9009,111,200,200,926,3,52,200,90567,1250,28,IMG_0129.CR3,0.00213,0.00505,
124,1,b,109,13:43:44,9015,118,200,200,931,3,54,200,89810,1600,29,IMG_0130.CR3,0.00212,0.00501,
125,1,b,109,13:43:57,9013,112,200,200,934,3,44,200,90075,1250,28,IMG_0131.CR3,0.00211,0.00496,
126,1,b,109,13:44:10,9004,111,200,200,923,3,42,200,90624,1600,32,IMG_0132.CR3,0.00215,0.00567,
127,1,b,109,13:44:23,9017,120,200,200,939,3,44,200,90235,1250,32,IMG_0133.CR3,0.00213,0.00557,
128,1,b,109,13:44:36,8996,120,200,200,912,4,44,200,90368,1600,35,IMG_0134.CR3,0.00214,0.00547,
129,1,b,109,13:44:50,9043,132,200,200,961,3,53,200,90856,1250,28,IMG_0135.CR3,0.00214,0.00569,
130,1,b,109,13:45:03,8998,105,200,200,921,3,44,200,90335,1600,31,IMG_0136.CR3,0.00212,0.00628,
131,1,b,109,13:45:16,9015,115,200,200,935,3,48,200,90470,1250,28,IMG_0137.CR3,0.00212,0.00654,
132,1,b,109,13:45:29,8994,112,200,200,914,3,43,200,90777,1600,34,IMG_0138.CR3,0.00213,0.00623,
133,1,b,109,13:45:42,9065,129,200,200,982,3,52,200,100785,1250,28,IMG_0139.CR3,0.00206,0.00500,
134,1,b,109,13:45:55,8967,76,200,200,884,3,45,200,90336,1600,33,IMG_0140.CR3,0.00212,0.00509,
135,1,b,109,13:46:08,9014,128,200,200,937,3,46,200,90184,1250,28,IMG_0141.CR3,0.00211,0.00453,
136,1,b,109,13:46:21,9005,119,200,200,924,3,48,200,90089,1600,29,IMG_0142.CR3,0.00211,0.00411,
137,1,b,109,13:46:34,9014,127,200,200,936,4,46,200,89621,1250,28,IMG_0143.CR3,0.00211,0.00384,
138,1,b,109,13:46:47,9022,128,200,200,940,4,47,200,90252,1600,33,IMG_0144.CR3,0.00215,0.00396,
139,1,b,109,13:47:00,9024,117,200,200,945,3,49,200,90356,1250,28,IMG_0145.CR3,0.00213,0.00415,
140,1,b,109,13:47:13,8986,110,200,200,912,3,44,200,89821,1600,28,IMG_0146.CR3,0.00212,0.00441,
141,1,b,109,13:47:26,9012,137,200,200,934,3,48,200,90023,1250,27,IMG_0147.CR3,0.00214,0.00443,
142,1,b,109,13:47:39,9028,130,200,200,948,3,44,200,90230,1600,35,IMG_0148.CR3,0.00214,0.00457,
143,1,b,109,13:47:52,9013,112,200,200,938,3,48,200,89613,1250,26,IMG_0149.CR3,0.00212,0.00449,
144,1,b,109,13:48:05,9004,112,200,200,920,3,48,200,90144,1600,33,IMG_0150.CR3,0.00213,0.00438,
145,1,b,109,13:48:18,9010,124,200,200,935,3,44,200,90004,1250,29,IMG_0151.CR3,0.00214,0.00446,
146,1,b,109,13:48:31,9011,123,200,200,935,3,43,200,90264,1600,29,IMG_0152.CR3,0.00213,0.00475,
147,1,b,109,13:48:44,9034,123,200,200,953,3,50,200,90171,1250,29,IMG_0153.CR3,0.00215,0.00510,
148,1,b,109,13:48:57,8961,69,200,200,882,4,43,200,90390,1600,31,IMG_0154.CR3,0.00213,0.00559,
149,1,b,109,13:49:10,9012,120,200,200,934,3,46,200,90207,1250,29,IMG_0155.CR3,0.00213,0.00625,
150,1,b,109,13:49:23,9001,122,200,200,921,3,43,200,90478,1600,34,IMG_0156.CR3,0.00216,0.00683,
151,1,b,109,13:49:36,9049,131,200,200,963,3,55,200,90695,1250,28,IMG_0157.CR3,0.00216,0.00717,
152,1,b,109,13:49:49,9003,95,200,200,921,3,48,200,91474,1600,31,IMG_0158.CR3,0.00219,0.00806,
153,1,b,109,13:50:02,9005,107,200,200,929,3,47,200,90790,1250,26,IMG_0159.CR3,0.00214,0.00966,
154,1,b,109,13:50:15,8996,112,200,200,915,3,48,200,91179,1600,30,IMG_0160.CR3,0.00217,0.01076,
155,1,b,109,13:50:28,9048,124,200,200,960,3,56,200,91490,1250,29,IMG_0161.CR3,0.00220,0.01085,
156,1,b,109,13:50:41,8994,94,200,200,916,3,46,200,91783,1600,29,IMG_0162.CR3,0.00221,0.01243,
157,1,b,109,13:50:54,9010,112,200,200,937,3,44,200,91690,1250,27,IMG_0163.CR3,0.00221,0.01724,
158,1,b,109,13:51:07,8999,114,200,200,920,3,45,200,91552,1600,29,IMG_0164.CR3,0.00221,0.01984,
159,1,b,109,13:51:20,9058,134,200,200,971,3,53,200,91045,1250,29,IMG_0165.CR3,0.00218,0.01584,
160,1,b,109,13:51:33,9000,81,200,200,916,4,49,200,90580,1600,29,IMG_0166.CR3,0.00220,0.01890,
161,1,b,109,13:51:46,9006,96,200,200,924,3,52,200,91101,1250,28,IMG_0167.CR3,0.00219,0.01782,
162,1,b,109,13:51:59,8997,98,200,200,918,3,47,200,91290,1600,30,IMG_0168.CR3,0.00223,0.02380,
163,1,b,109,13:52:12,9032,121,200,200,951,3,52,200,92213,1250,26,IMG_0169.CR3,0.00222,0.01898,
164,1,b,109,13:52:25,9007,95,200,200,921,3,57,200,91466,1600,26,IMG_0170.CR3,0.00220,0.01610,
165,1,b,109,13:52:38,9013,105,200,200,929,3,54,200,91712,1250,29,IMG_0171.CR3,0.00220,0.01436,
166,1,b,109,13:52:51,8996,97,200,200,915,3,51,200,91413,1600,28,IMG_0172.CR3,0.00221,0.01811,
167,1,b,109,13:53:04,9011,115,200,200,932,3,48,200,91650,1250,28,IMG_0173.CR3,0.00222,0.02136,
168,1,b,109,13:53:17,9023,116,200,200,937,3,49,200,91523,1600,34,IMG_0174.CR3,0.00223,0.02299,
169,1,b,109,13:53:30,9024,105,200,200,946,3,44,200,91436,1250,31,IMG_0175.CR3,0.00222,0.02228,
170,1,b,109,13:53:43,8984,95,200,200,906,3,44,200,92275,1600,31,IMG_0176.CR3,0.00222,0.01513,
171,1,b,109,13:53:56,9035,121,200,200,957,3,50,200,91927,1250,26,IMG_0177.CR3,0.00220,0.01312,
172,1,b,109,13:54:09,8979,98,200,200,897,3,44,200,92023,1600,35,IMG_0178.CR3,0.00219,0.01298,
173,1,b,109,13:54:22,9035,170,200,200,958,3,45,200,91817,1250,29,IMG_0179.CR3,0.00219,0.01499,
174,1,b,109,13:54:35,9020,112,200,200,934,3,46,200,91686,1600,33,IMG_0180.CR3,0.00219,0.01350,
175,1,b,109,13:54:48,8991,100,200,200,912,4,44,200,91588,1250,32,IMG_0181.CR3,0.00218,0.01247,
176,1,b,109,13:55:01,9007,122,200,200,927,3,48,200,91830,1600,28,IMG_0182.CR3,0.00219,0.01242,
177,1,b,109,13:55:14,9053,129,200,200,970,3,50,200,91487,1250,28,IMG_0183.CR3,0.00218,0.01290,
178,1,b,109,13:55:27,9000,96,200,200,916,3,50,200,91265,1600,30,IMG_0184.CR3,0.00218,0.01759,
179,1,b,109,13:55:40,8996,99,200,200,917,3,50,200,91485,1250,27,IMG_0185.CR3,0.00218,0.01610,
180,1,b,109,13:55:53,8994,118,200,200,912,3,45,200,91182,1600,35,IMG_0186.CR3,0.00218,0.01477,
181,1,b,109,13:56:06,9047,133,200,200,970,3,46,200,91869,1250,29,IMG_0187.CR3,0.00219,0.01209,
182,1,b,109,13:56:19,8995,99,200,200,922,3,43,200,91247,1600,28,IMG_0188.CR3,0.00216,0.01173,
183,1,b,109,13:56:32,9040,123,200,200,952,3,57,200,91542,1250,28,IMG_0189.CR3,0.00218,0.01156,
184,1,b,109,13:56:45,8973,92,200,200,896,3,44,200,91530,1600,29,IMG_0190.CR3,0.00216,0.01135,
185,1,b,109,13:56:58,9040,133,200,200,955,3,53,200,90720,1250,28,IMG_0191.CR3,0.00214,0.01054,
186,1,b,109,13:57:11,8997,95,200,200,916,3,46,200,91705,1600,32,IMG_0192.CR3,0.00217,0.01192,
187,1,b,109,13:57:24,9006,116,200,200,928,4,44,200,92082,1250,29,IMG_0193.CR3,0.00220,0.01095,
188,1,b,109,13:57:37,9025,120,200,200,943,3,51,200,92112,1600,28,IMG_0194.CR3,0.00220,0.00991,
189,1,b,109,13:57:50,9009,107,200,200,935,3,46,200,91630,1250,26,IMG_0195.CR3,0.00217,0.00960,
190,1,b,109,13:58:03,9012,111,200,200,931,3,48,200,91308,1600,27,IMG_0196.CR3,0.00215,0.00826,
191,1,b,109,13:58:16,9006,112,200,200,928,3,47,200,90906,1250,29,IMG_0197.CR3,0.00215,0.00610,
192,1,b,109,13:58:29,9012,115,200,200,934,3,50,200,90739,1600,26,IMG_0198.CR3,0.00212,0.00629,
193,1,b,109,13:58:42,9026,118,200,200,944,3,52,200,91850,1250,28,IMG_0199.CR3,0.00217,0.00703,
194,1,b,109,13:58:55,8983,107,200,200,906,3,47,200,90586,1600,28,IMG_0200.CR3,0.00213,0.00657,
195,1,b,109,13:59:08,9027,141,200,200,951,3,47,200,90527,1250,26,IMG_0201.CR3,0.00214,0.00716,
196,1,b,109,13:59:21,9014,118,200,200,937,4,43,200,90920,1600,32,IMG_0202.CR3,0.00216,0.00728,
197,1,b,109,13:59:34,9031,117,200,200,947,3,51,200,90680,1250,28,IMG_0203.CR3,0.00213,0.00696,
198,1,b,109,13:59:47,8969,102,200,200,895,3,43,200,90089,1600,30,IMG_0204.CR3,0.00212,0.00745,
199,1,b,109,14:00:00,9035,146,200,200,958,3,47,200,90542,1250,29,IMG_0205.CR3,0.00214,0.00756,
200,1,b,109,14:00:13,9104,117,200,200,942,3,131,200,90638,1600,29,IMG_0206.CR3,0.00212,0.00735,
201,1,b,109,14:00:27,9079,166,200,200,988,3,57,200,90801,1250,30,IMG_0207.CR3,0.00215,0.00777,
202,1,b,109,14:00:40,8987,92,200,200,908,3,45,200,91234,1600,31,IMG_0208.CR3,0.00217,0.01051,
203,1,b,109,14:00:53,9033,117,200,200,955,3,47,200,91885,1250,30,IMG_0209.CR3,0.00222,0.01984,
204,1,b,109,14:01:06,8991,96,200,200,917,3,44,200,90331,1600,29,IMG_0210.CR3,0.00214,0.01338,
205,1,b,109,14:01:19,9016,127,200,200,940,4,44,200,90753,1250,29,IMG_0211.CR3,0.00214,0.00802,
206,1,b,109,14:01:32,8997,115,200,200,920,3,44,200,90434,1600,28,IMG_0212.CR3,0.00213,0.00647,
207,1,b,109,14:01:45,9030,137,200,200,952,3,47,200,89832,1250,29,IMG_0213.CR3,0.00210,0.00575,
208,1,b,109,14:01:58,8995,111,200,200,920,3,44,200,89618,1600,29,IMG_0214.CR3,0.00212,0.00509,
209,1,b,109,14:02:11,9034,137,200,200,954,3,51,200,90003,1250,27,IMG_0215.CR3,0.00213,0.00527,
210,1,b,109,14:02:24,8997,112,200,200,919,3,45,200,90099,1600,31,IMG_0216.CR3,0.00213,0.00901,
211,1,b,109,14:02:37,9041,132,200,200,962,3,48,200,90170,1250,29,IMG_0217.CR3,0.00215,0.00512,
212,1,b,109,14:02:50,8984,99,200,200,909,3,44,200,90309,1600,28,IMG_0218.CR3,0.00214,0.00433,
213,1,b,109,14:03:03,9013,134,200,200,934,3,48,200,88996,1250,28,IMG_0219.CR3,0.00210,0.00410,
214,1,b,109,14:03:16,9010,121,200,200,926,3,52,200,90115,1600,29,IMG_0220.CR3,0.00212,0.00407,
215,1,b,109,14:03:29,9037,127,200,200,960,3,48,200,89340,1250,27,IMG_0221.CR3,0.00211,0.00403,
216,1,b,109,14:03:42,8980,99,200,200,893,3,50,200,89399,1600,34,IMG_0222.CR3,0.00211,0.00398,
217,1,b,109,14:03:55,9040,132,200,200,950,3,59,200,89807,1250,29,IMG_0223.CR3,0.00212,0.00399,
218,1,b,109,14:04:08,9000,103,200,200,921,3,44,200,88704,1600,32,IMG_0224.CR3,0.00212,0.00412,
219,1,b,109,14:04:21,9022,117,200,200,945,3,48,200,90192,1250,27,IMG_0225.CR3,0.00214,0.00458,
220,1,b,109,14:04:34,8990,115,200,200,913,3,43,200,89813,1600,30,IMG_0226.CR3,0.00212,0.00646,
221,2,a,110,14:04:47,9024,137,200,200,943,4,39,200,3506,1250,41,IMG_0227.CR3,0.00060,0.05114,
222,2,a,111,14:05:00,9003,113,200,200,929,3,37,200,3645,1600,36,IMG_0228.CR3,0.00069,0.06984,
223,2,a,112,14:05:13,9029,122,200,200,950,4,46,200,3461,1250,32,IMG_0229.CR3,0.00052,0.04092,
