frame,wallclock,cycle_ms,post_ms,lv_ms,find_ms,dirreq,fetch_ms,http,bytes,medY,meanY,p90,sat,file,note
49,10:38:52,11576,77,45,56,2,19,200,5092,0.12537,0.11679,0.459,0.0000,IMG_0503.CR3,
50,10:39:07,11566,71,44,50,2,15,200,5183,0.14016,0.13017,0.482,0.0000,IMG_0504.CR3,
51,10:39:22,11566,77,44,50,2,15,200,5195,0.15138,0.14033,0.498,0.0000,IMG_0505.CR3,
52,10:39:37,11600,62,45,79,2,20,200,5108,0.13607,0.12641,0.475,0.0000,IMG_0506.CR3,
53,10:39:52,11597,71,46,82,2,14,200,5084,0.12789,0.11892,0.463,0.0000,IMG_0507.CR3,
54,10:40:07,11608,65,45,93,2,14,200,5103,0.12937,0.12026,0.467,0.0000,IMG_0508.CR3,
55,10:40:22,11611,87,45,94,2,16,200,5146,0.14399,0.13370,0.486,0.0000,IMG_0509.CR3,
56,10:40:37,11610,65,44,90,2,19,200,5195,0.15786,0.14630,0.506,0.0000,IMG_0510.CR3,
57,10:40:52,11617,62,53,86,2,28,200,5108,0.13925,0.12957,0.482,0.0000,IMG_0511.CR3,
58,10:41:07,11635,64,52,111,2,22,200,5117,0.14282,0.13272,0.486,0.0000,IMG_0512.CR3,
59,10:41:22,11629,77,53,114,2,14,200,5113,0.14250,0.13260,0.486,0.0000,IMG_0513.CR3,
60,10:41:37,11637,62,45,123,2,14,200,5139,0.14831,0.13791,0.494,0.0000,IMG_0514.CR3,
61,10:41:52,11647,62,48,131,2,15,200,5202,0.16379,0.15168,0.514,0.0000,IMG_0515.CR3,
62,10:42:07,11642,73,45,124,2,17,200,5201,0.17957,0.16603,0.537,0.0000,IMG_0516.CR3,
63,10:42:22,11648,65,45,126,2,20,200,5211,0.17921,0.16571,0.537,0.0000,IMG_0517.CR3,
64,10:42:37,11661,62,45,141,2,19,200,5225,0.19175,0.17695,0.549,0.0000,IMG_0518.CR3,
65,10:42:52,11661,70,46,131,2,28,200,5150,0.16430,0.15231,0.518,0.0000,IMG_0519.CR3,
66,10:43:07,11673,64,44,138,2,33,200,5159,0.15726,0.14597,0.510,0.0000,IMG_0520.CR3,
67,10:43:22,11700,63,46,169,2,29,200,5155,0.15577,0.14450,0.506,0.0000,IMG_0521.CR3,
68,10:43:37,11673,78,45,157,2,16,200,5135,0.15008,0.13935,0.498,0.0000,IMG_0522.CR3,
69,10:43:52,11679,64,47,162,2,16,200,5131,0.14013,0.13016,0.482,0.0000,IMG_0523.CR3,
70,10:44:07,11702,72,71,171,2,28,200,5148,0.13413,0.12479,0.475,0.0000,IMG_0524.CR3,
71,10:44:22,11726,66,48,209,2,16,200,5107,0.13006,0.12105,0.467,0.0000,IMG_0525.CR3,
72,10:44:37,11684,73,44,169,2,14,200,5113,0.12754,0.11883,0.463,0.0000,IMG_0526.CR3,
73,10:44:52,11736,113,44,218,2,17,200,5089,0.12329,0.11496,0.459,0.0000,IMG_0527.CR3,
74,10:45:07,11693,77,45,174,2,18,200,5113,0.12001,0.11200,0.451,0.0000,IMG_0528.CR3,
75,10:45:22,11715,71,46,199,2,15,200,5056,0.11766,0.10979,0.447,0.0000,IMG_0529.CR3,
76,10:45:37,11769,69,45,252,2,15,200,5107,0.11613,0.10835,0.447,0.0000,IMG_0530.CR3,
77,10:45:52,11726,81,44,209,2,15,200,5100,0.11497,0.10736,0.443,0.0000,IMG_0531.CR3,
78,10:46:07,11722,68,44,206,2,14,200,5063,0.11318,0.10570,0.439,0.0000,IMG_0532.CR3,
79,10:46:22,11755,72,48,239,2,15,200,5065,0.11121,0.10369,0.435,0.0000,IMG_0533.CR3,
80,10:46:37,11709,71,46,192,2,15,200,5090,0.10890,0.10162,0.431,0.0000,IMG_0534.CR3,
81,10:46:52,11715,71,50,199,2,14,200,5096,0.10576,0.09884,0.427,0.0000,IMG_0535.CR3,
82,10:47:07,11761,71,45,245,2,15,200,5065,0.10285,0.09606,0.424,0.0000,IMG_0536.CR3,
83,10:47:22,11738,72,48,217,2,18,200,5030,0.10004,0.09341,0.416,0.0000,IMG_0537.CR3,
84,10:47:37,11745,69,48,226,2,17,200,5027,0.09687,0.09057,0.412,0.0000,IMG_0538.CR3,
85,10:47:52,11767,65,45,252,2,14,200,4998,0.09268,0.08668,0.404,0.0000,IMG_0539.CR3,
86,10:48:07,11742,65,45,208,2,31,200,5022,0.08938,0.08358,0.396,0.0000,IMG_0540.CR3,
87,10:48:22,11744,65,45,226,2,15,200,5019,0.08569,0.08029,0.388,0.0000,IMG_0541.CR3,
88,10:48:37,11783,68,45,268,2,14,200,4979,0.08298,0.07770,0.384,0.0000,IMG_0542.CR3,
89,10:48:52,11760,73,45,243,2,15,200,4988,0.08053,0.07555,0.380,0.0000,IMG_0543.CR3,
90,10:49:07,11795,80,44,268,2,26,200,5020,0.07831,0.07353,0.376,0.0000,IMG_0544.CR3,
91,10:49:22,11788,70,45,268,2,18,200,5031,0.07624,0.07159,0.369,0.0000,IMG_0545.CR3,
92,10:49:37,11766,70,53,246,2,19,200,4976,0.07276,0.06831,0.361,0.0000,IMG_0546.CR3,
93,10:49:52,11774,64,45,256,2,16,200,4938,0.07006,0.06593,0.357,0.0000,IMG_0547.CR3,
94,10:50:07,11835,70,45,316,2,18,200,4918,0.06781,0.06380,0.349,0.0000,IMG_0548.CR3,
95,10:50:22,11779,73,45,260,2,19,200,4956,0.06565,0.06182,0.345,0.0000,IMG_0549.CR3,
96,10:50:37,11784,72,45,267,2,15,200,4958,0.06371,0.06008,0.341,0.0000,IMG_0550.CR3,
97,10:50:52,11847,75,53,331,2,15,200,4903,0.06223,0.05866,0.337,0.0000,IMG_0551.CR3,
98,10:51:07,11799,74,44,266,2,32,200,4874,0.06084,0.05734,0.333,0.0000,IMG_0552.CR3,
99,10:51:22,11857,75,46,334,2,19,200,4903,0.05967,0.05627,0.329,0.0000,IMG_0553.CR3,
100,10:51:37,11812,65,52,290,2,20,200,4912,0.05862,0.05524,0.329,0.0000,IMG_0554.CR3,
101,10:51:52,11826,73,46,303,2,19,200,4875,0.05787,0.05453,0.325,0.0000,IMG_0555.CR3,
102,10:52:07,11858,73,45,342,2,15,200,4889,0.05719,0.05393,0.325,0.0000,IMG_0556.CR3,
103,10:52:22,11881,67,44,365,2,14,200,4895,0.05718,0.05396,0.325,0.0000,IMG_0557.CR3,
104,10:52:37,11829,70,45,312,2,15,200,4908,0.05701,0.05383,0.325,0.0000,IMG_0558.CR3,
105,10:52:52,11818,69,44,297,2,20,200,4900,0.05703,0.05382,0.325,0.0000,IMG_0559.CR3,
106,10:53:07,11874,62,46,358,2,15,200,4889,0.05710,0.05389,0.325,0.0000,IMG_0560.CR3,
107,10:53:22,11836,64,45,320,2,15,200,4880,0.05713,0.05390,0.325,0.0000,IMG_0561.CR3,
108,10:53:37,11896,64,51,378,2,17,200,4896,0.05756,0.05433,0.325,0.0000,IMG_0562.CR3,
109,10:53:52,11826,75,45,309,2,16,200,4905,0.05821,0.05486,0.325,0.0000,IMG_0563.CR3,
110,10:54:07,11886,62,45,366,2,17,200,4906,0.05892,0.05554,0.329,0.0000,IMG_0564.CR3,
111,10:54:22,11842,70,45,325,2,16,200,4881,0.05917,0.05585,0.329,0.0000,IMG_0565.CR3,
112,10:54:37,11877,64,52,360,2,16,200,4862,0.05933,0.05602,0.329,0.0000,IMG_0566.CR3,
113,10:54:52,11942,74,45,423,2,18,200,4886,0.06030,0.05683,0.333,0.0000,IMG_0567.CR3,
114,10:55:07,11850,68,45,333,2,16,200,4865,0.06136,0.05777,0.333,0.0000,IMG_0568.CR3,
115,10:55:22,11930,66,44,411,2,18,200,4887,0.06252,0.05892,0.337,0.0000,IMG_0569.CR3,
116,10:55:37,11926,82,45,411,2,14,200,4945,0.06438,0.06071,0.341,0.0000,IMG_0570.CR3,
117,10:55:52,11859,82,44,343,2,15,200,4952,0.06593,0.06218,0.345,0.0000,IMG_0571.CR3,
118,10:56:07,11942,77,49,410,2,30,200,4925,0.06836,0.06443,0.353,0.0000,IMG_0572.CR3,
119,10:56:22,11856,67,53,337,2,16,200,4921,0.07069,0.06657,0.357,0.0000,IMG_0573.CR3,
120,10:56:37,11925,64,45,410,2,14,200,4978,0.07273,0.06850,0.361,0.0000,IMG_0574.CR3,
121,10:56:52,11989,64,45,454,2,32,200,4996,0.07529,0.07079,0.369,0.0000,IMG_0575.CR3,
122,10:57:07,11976,76,46,454,2,20,200,4986,0.07759,0.07294,0.373,0.0000,IMG_0576.CR3,
123,10:57:22,11954,78,46,438,2,14,200,4996,0.07939,0.07451,0.376,0.0000,IMG_0577.CR3,
124,10:57:37,11967,71,45,451,2,16,200,4952,0.08147,0.07639,0.380,0.0000,IMG_0578.CR3,
125,10:57:52,11888,73,45,373,2,14,200,4995,0.08258,0.07738,0.384,0.0000,IMG_0579.CR3,
126,10:58:07,11973,71,53,437,2,35,200,4964,0.08356,0.07830,0.384,0.0000,IMG_0580.CR3,
127,10:58:22,12021,69,44,505,2,16,200,5007,0.08362,0.07840,0.384,0.0000,IMG_0581.CR3,
128,10:58:37,12011,67,44,490,2,17,200,4977,0.08344,0.07816,0.384,0.0000,IMG_0582.CR3,
129,10:58:52,11986,78,53,470,2,15,200,4986,0.08255,0.07741,0.384,0.0000,IMG_0583.CR3,
130,10:59:07,12011,66,50,496,2,14,200,4981,0.08154,0.07652,0.380,0.0000,IMG_0584.CR3,
131,10:59:22,11976,67,45,460,2,15,200,5018,0.08065,0.07567,0.380,0.0000,IMG_0585.CR3,
132,10:59:37,12035,74,46,519,2,15,200,4991,0.07741,0.07267,0.373,0.0000,IMG_0586.CR3,
133,10:59:52,12027,68,45,510,2,16,200,4982,0.07544,0.07094,0.369,0.0000,IMG_0587.CR3,
134,11:00:07,12024,66,45,507,2,16,200,4974,0.07403,0.06958,0.365,0.0000,IMG_0588.CR3,
135,11:00:22,12031,66,56,516,2,14,200,4948,0.07243,0.06812,0.361,0.0000,IMG_0589.CR3,
136,11:00:37,12139,72,47,622,2,15,200,4955,0.07094,0.06673,0.357,0.0000,IMG_0590.CR3,
137,11:00:52,12038,81,45,517,2,20,200,5010,0.06960,0.06553,0.357,0.0000,IMG_0591.CR3,
138,11:01:07,12045,75,51,529,2,15,200,4919,0.06829,0.06432,0.353,0.0000,IMG_0592.CR3,
139,11:01:22,12074,75,45,536,2,37,200,4951,0.06804,0.06403,0.353,0.0000,IMG_0593.CR3,
140,11:01:38,12163,66,45,648,2,14,200,4941,0.06833,0.06429,0.353,0.0000,IMG_0594.CR3,
141,11:01:52,12078,73,47,554,2,24,200,4938,0.06891,0.06482,0.353,0.0000,IMG_0595.CR3,
142,11:02:07,12073,68,45,542,2,30,200,4966,0.06923,0.06522,0.353,0.0000,IMG_0596.CR3,
143,11:02:22,12079,66,45,562,2,16,200,4985,0.07038,0.06622,0.357,0.0000,IMG_0597.CR3,
144,11:02:38,12180,68,45,664,2,15,200,4975,0.07168,0.06753,0.361,0.0000,IMG_0598.CR3,
145,11:02:53,12228,71,45,688,2,39,200,4996,0.07317,0.06895,0.365,0.0000,IMG_0599.CR3,
146,11:03:07,12118,70,46,603,3,14,200,4933,0.07321,0.06895,0.365,0.0000,IMG_0600.CR3,
147,11:03:22,11558,64,44,41,2,16,200,4962,0.07182,0.06759,0.361,0.0000,IMG_0601.CR3,
148,11:03:37,11570,63,48,54,2,15,200,4954,0.06902,0.06512,0.353,0.0000,IMG_0602.CR3,
149,11:03:52,11557,73,45,39,2,17,200,4923,0.06558,0.06188,0.345,0.0000,IMG_0603.CR3,
150,11:04:07,11578,63,53,61,2,15,200,4924,0.06161,0.05820,0.337,0.0000,IMG_0604.CR3,
151,11:04:22,11592,72,46,69,2,20,200,4885,0.05731,0.05411,0.325,0.0000,IMG_0605.CR3,
152,11:04:37,11609,76,45,86,2,22,200,4898,0.05333,0.05035,0.314,0.0000,IMG_0606.CR3,
153,11:04:52,11605,70,44,86,2,18,200,4835,0.04971,0.04691,0.302,0.0000,IMG_0607.CR3,
154,11:05:07,11593,70,47,76,2,15,200,4822,0.04684,0.04425,0.294,0.0000,IMG_0608.CR3,
155,11:05:22,11615,67,52,78,2,34,200,4759,0.04465,0.04223,0.290,0.0000,IMG_0609.CR3,
156,11:05:37,11630,66,44,113,2,15,200,4787,0.04259,0.04035,0.282,0.0000,IMG_0610.CR3,
157,11:05:52,11621,74,45,104,2,16,200,4752,0.04121,0.03905,0.278,0.0000,IMG_0611.CR3,
158,11:06:07,11637,67,44,121,2,15,200,4779,0.04035,0.03824,0.275,0.0000,IMG_0612.CR3,
159,11:06:22,11642,75,44,120,2,21,200,4752,0.03979,0.03768,0.275,0.0000,IMG_0613.CR3,
160,11:06:37,11651,79,45,133,2,15,200,4739,0.03976,0.03764,0.275,0.0000,IMG_0614.CR3,
161,11:06:52,11665,66,47,136,2,26,200,4755,0.04039,0.03826,0.275,0.0000,IMG_0615.CR3,
162,11:07:07,11649,62,45,134,2,15,200,4736,0.04151,0.03929,0.278,0.0000,IMG_0616.CR3,
163,11:07:22,11665,65,53,133,2,32,200,4777,0.04332,0.04103,0.282,0.0000,IMG_0617.CR3,
164,11:07:37,11688,72,45,165,2,22,200,4755,0.04527,0.04286,0.290,0.0000,IMG_0618.CR3,
165,11:07:52,11672,77,45,140,2,32,200,4799,0.04767,0.04503,0.298,0.0000,IMG_0619.CR3,
166,11:08:07,11670,71,45,154,2,16,200,4817,0.04977,0.04701,0.302,0.0000,IMG_0620.CR3,
167,11:08:22,11698,82,44,181,2,15,200,4825,0.05160,0.04871,0.310,0.0000,IMG_0621.CR3,
168,11:08:37,11685,65,45,166,2,18,200,4818,0.05238,0.04943,0.310,0.0000,IMG_0622.CR3,
169,11:08:52,11694,64,45,170,2,22,200,4831,0.05317,0.05010,0.314,0.0000,IMG_0623.CR3,
170,11:09:07,11705,73,44,186,2,17,200,4835,0.05353,0.05056,0.314,0.0000,IMG_0624.CR3,
171,11:09:22,11695,63,45,180,2,15,200,4828,0.05379,0.05076,0.314,0.0000,IMG_0625.CR3,
172,11:09:37,11707,65,45,190,2,15,200,4836,0.05434,0.05126,0.318,0.0000,IMG_0626.CR3,
173,11:09:52,11727,71,45,205,2,20,200,4855,0.05482,0.05166,0.318,0.0000,IMG_0627.CR3,
174,11:10:07,11698,79,44,180,2,17,200,4845,0.05485,0.05173,0.318,0.0000,IMG_0628.CR3,
175,11:10:22,11735,65,53,220,2,14,200,4834,0.05568,0.05251,0.322,0.0000,IMG_0629.CR3,
176,11:10:37,11747,71,45,223,2,22,200,4844,0.05575,0.05261,0.322,0.0000,IMG_0630.CR3,
177,11:10:52,11725,77,45,208,2,15,200,4848,0.05694,0.05376,0.325,0.0000,IMG_0631.CR3,
178,11:11:07,11731,74,45,212,2,18,200,4861,0.05822,0.05497,0.325,0.0000,IMG_0632.CR3,
179,11:11:22,11748,82,44,232,2,14,200,4862,0.05930,0.05594,0.329,0.0000,IMG_0633.CR3,
180,11:11:37,11714,69,44,192,2,21,200,4875,0.06017,0.05677,0.333,0.0000,IMG_0634.CR3,
