frame,wallclock,cycle_ms,post_ms,lv_ms,find_ms,dirreq,fetch_ms,http,bytes,medY,meanY,p90,sat,file,note
42,10:04:50,11908,63,45,389,2,17,200,4914,0.06456,0.06089,0.345,0.0000,IMG_0367.CR3,
43,10:05:05,11878,64,52,361,2,17,200,4922,0.06444,0.06073,0.341,0.0000,IMG_0368.CR3,
44,10:05:20,11886,75,44,370,2,15,200,4928,0.06439,0.06066,0.341,0.0000,IMG_0369.CR3,
45,10:05:35,11894,82,45,368,2,25,200,4954,0.06397,0.06032,0.341,0.0000,IMG_0370.CR3,
46,10:05:50,11822,61,45,307,2,14,200,4871,0.06407,0.06036,0.341,0.0000,IMG_0371.CR3,
47,10:06:05,11913,64,52,398,2,14,200,4909,0.06416,0.06052,0.341,0.0000,IMG_0372.CR3,
48,10:06:20,11847,65,48,332,2,14,200,4932,0.06433,0.06066,0.341,0.0000,IMG_0373.CR3,
49,10:06:35,11901,63,45,387,2,13,200,4946,0.06479,0.06107,0.345,0.0000,IMG_0374.CR3,
50,10:06:50,11932,74,44,417,2,15,200,4922,0.06529,0.06156,0.345,0.0000,IMG_0375.CR3,
51,10:07:05,11963,70,47,447,2,15,200,4964,0.06585,0.06209,0.345,0.0000,IMG_0376.CR3,
52,10:07:20,11937,87,44,421,2,15,200,4918,0.06642,0.06264,0.349,0.0000,IMG_0377.CR3,
53,10:07:35,11945,65,45,428,2,16,200,4963,0.06726,0.06335,0.349,0.0000,IMG_0378.CR3,
54,10:07:50,11868,65,46,352,2,16,200,4966,0.06837,0.06441,0.353,0.0000,IMG_0379.CR3,
55,10:08:05,11947,72,45,402,2,43,200,4925,0.06934,0.06535,0.353,0.0000,IMG_0380.CR3,
56,10:08:20,11965,71,45,450,2,14,200,4959,0.06983,0.06582,0.357,0.0000,IMG_0381.CR3,
57,10:08:35,11997,71,45,482,2,15,200,4922,0.07018,0.06615,0.357,0.0000,IMG_0382.CR3,
58,10:08:50,11971,65,53,455,2,15,200,4953,0.07051,0.06648,0.357,0.0000,IMG_0383.CR3,
59,10:09:05,11994,63,52,475,2,18,200,4963,0.07058,0.06648,0.357,0.0000,IMG_0384.CR3,
60,10:09:20,11968,66,45,452,2,15,200,4973,0.07000,0.06598,0.357,0.0000,IMG_0385.CR3,
61,10:09:35,11988,74,44,467,2,20,200,4958,0.06967,0.06570,0.357,0.0000,IMG_0386.CR3,
62,10:09:50,12023,65,45,501,2,20,200,4956,0.06926,0.06531,0.353,0.0000,IMG_0387.CR3,
63,10:10:05,11981,72,49,466,2,14,200,4939,0.06883,0.06485,0.353,0.0000,IMG_0388.CR3,
64,10:10:20,12019,72,45,477,2,41,200,4954,0.06832,0.06440,0.353,0.0000,IMG_0389.CR3,
65,10:10:35,12087,72,44,566,2,20,200,4923,0.06784,0.06396,0.353,0.0000,IMG_0390.CR3,
66,10:10:50,12040,66,45,523,2,15,200,4889,0.06754,0.06366,0.349,0.0000,IMG_0391.CR3,
67,10:11:05,12016,71,46,500,2,14,200,4929,0.06708,0.06325,0.349,0.0000,IMG_0392.CR3,
68,10:11:20,12032,81,47,514,2,17,200,4921,0.06693,0.06313,0.349,0.0000,IMG_0393.CR3,
69,10:11:35,12089,73,45,570,2,17,200,4940,0.06658,0.06274,0.349,0.0000,IMG_0394.CR3,
70,10:11:50,12058,75,45,538,2,20,200,4913,0.06672,0.06283,0.349,0.0000,IMG_0395.CR3,
71,10:12:05,12032,64,45,517,2,14,200,4915,0.06679,0.06297,0.349,0.0000,IMG_0396.CR3,
72,10:12:20,12068,72,46,537,2,30,200,4886,0.06736,0.06343,0.349,0.0000,IMG_0397.CR3,
73,10:12:35,12130,76,44,611,2,19,200,4903,0.06786,0.06392,0.353,0.0000,IMG_0398.CR3,
74,10:12:50,12098,71,45,582,2,15,200,4890,0.06827,0.06429,0.353,0.0000,IMG_0399.CR3,
75,10:13:05,12208,74,45,673,3,34,200,4934,0.06909,0.06513,0.353,0.0000,IMG_0400.CR3,
76,10:13:20,11549,65,46,31,2,16,200,4943,0.06951,0.06555,0.357,0.0000,IMG_0401.CR3,
77,10:13:35,11567,72,45,35,2,30,200,4910,0.07013,0.06615,0.357,0.0000,IMG_0402.CR3,
78,10:13:50,11571,65,46,53,2,17,200,4930,0.07042,0.06638,0.357,0.0000,IMG_0403.CR3,
79,10:14:05,11577,65,48,61,2,15,200,4931,0.07065,0.06661,0.357,0.0000,IMG_0404.CR3,
80,10:14:20,11591,67,44,75,2,15,200,4891,0.07048,0.06650,0.357,0.0000,IMG_0405.CR3,
81,10:14:35,11590,83,43,55,2,34,200,4933,0.07090,0.06682,0.357,0.0000,IMG_0406.CR3,
82,10:14:50,11579,72,44,62,2,16,200,4957,0.07111,0.06703,0.361,0.0000,IMG_0407.CR3,
83,10:15:05,11607,71,47,89,2,16,200,4972,0.07116,0.06708,0.361,0.0000,IMG_0408.CR3,
84,10:15:20,11608,71,45,87,2,19,200,4939,0.07146,0.06725,0.361,0.0000,IMG_0409.CR3,
85,10:15:35,11619,71,50,99,2,19,200,4966,0.07166,0.06747,0.361,0.0000,IMG_0410.CR3,
86,10:15:50,11621,82,44,105,2,15,200,4956,0.07209,0.06789,0.361,0.0000,IMG_0411.CR3,
87,10:16:05,11625,69,56,108,2,16,200,4981,0.07266,0.06844,0.361,0.0000,IMG_0412.CR3,
88,10:16:20,11623,74,51,107,2,15,200,4941,0.07427,0.06995,0.365,0.0000,IMG_0413.CR3,
89,10:16:35,11639,64,53,121,2,17,200,4959,0.07401,0.06978,0.365,0.0000,IMG_0414.CR3,
90,10:16:50,11648,72,48,132,2,16,200,4984,0.07525,0.07086,0.369,0.0000,IMG_0415.CR3,
91,10:17:05,11641,68,45,123,2,18,200,4954,0.07602,0.07157,0.369,0.0000,IMG_0416.CR3,
92,10:17:20,11642,70,53,126,2,15,200,4965,0.07717,0.07255,0.373,0.0000,IMG_0417.CR3,
93,10:17:35,11661,65,45,144,2,14,200,4982,0.07845,0.07377,0.376,0.0000,IMG_0418.CR3,
94,10:17:50,11653,64,45,135,2,17,200,4934,0.07998,0.07512,0.376,0.0000,IMG_0419.CR3,
95,10:18:05,11657,61,48,138,2,19,200,4935,0.08208,0.07710,0.384,0.0000,IMG_0420.CR3,
96,10:18:20,11683,73,44,165,2,17,200,4968,0.08527,0.07999,0.388,0.0000,IMG_0421.CR3,
97,10:18:35,11672,62,49,134,2,37,200,4967,0.08932,0.08370,0.396,0.0000,IMG_0422.CR3,
98,10:18:50,11683,64,44,152,2,29,200,5010,0.09928,0.09284,0.416,0.0000,IMG_0423.CR3,
99,10:19:05,11697,74,48,177,2,19,200,5085,0.12800,0.11916,0.463,0.0000,IMG_0424.CR3,
100,10:19:20,11676,62,45,159,2,15,200,5131,0.14718,0.13657,0.490,0.0000,IMG_0425.CR3,
101,10:19:35,11679,64,51,164,2,14,200,5095,0.12849,0.11972,0.467,0.0000,IMG_0426.CR3,
102,10:19:50,11712,64,53,198,2,14,200,5094,0.13108,0.12215,0.471,0.0000,IMG_0427.CR3,
103,10:20:05,11705,62,46,189,2,15,200,5068,0.13621,0.12689,0.478,0.0000,IMG_0428.CR3,
104,10:20:20,11728,66,45,213,2,14,200,5075,0.13416,0.12499,0.475,0.0000,IMG_0429.CR3,
105,10:20:35,11732,75,44,209,2,22,200,5119,0.13202,0.12307,0.471,0.0000,IMG_0430.CR3,
106,10:20:50,11689,63,48,174,2,14,200,5083,0.13031,0.12141,0.471,0.0000,IMG_0431.CR3,
107,10:21:05,11703,64,44,182,2,19,200,5085,0.12869,0.11997,0.467,0.0000,IMG_0432.CR3,
108,10:21:20,11739,71,45,219,2,19,200,5077,0.12666,0.11808,0.463,0.0000,IMG_0433.CR3,
109,10:21:35,11720,67,45,203,2,15,200,5067,0.12548,0.11683,0.463,0.0000,IMG_0434.CR3,
110,10:21:50,11731,73,44,216,2,14,200,5071,0.12451,0.11596,0.459,0.0000,IMG_0435.CR3,
111,10:22:05,11753,70,51,238,2,14,200,5099,0.12308,0.11473,0.459,0.0000,IMG_0436.CR3,
112,10:22:20,11709,75,45,193,2,15,200,5097,0.12217,0.11403,0.455,0.0000,IMG_0437.CR3,
113,10:22:35,11734,63,45,199,2,32,200,5085,0.12136,0.11310,0.455,0.0000,IMG_0438.CR3,
114,10:22:50,11761,86,44,245,2,15,200,5082,0.11992,0.11181,0.451,0.0000,IMG_0439.CR3,
115,10:23:05,11741,64,45,221,2,18,200,5055,0.11787,0.10992,0.447,0.0000,IMG_0440.CR3,
116,10:23:20,11746,64,46,231,2,14,200,5061,0.11505,0.10729,0.443,0.0000,IMG_0441.CR3,
117,10:23:35,11777,66,45,261,2,14,200,5061,0.11185,0.10445,0.439,0.0000,IMG_0442.CR3,
118,10:23:50,11748,63,46,233,2,14,200,5019,0.10853,0.10141,0.431,0.0000,IMG_0443.CR3,
119,10:24:05,11781,65,50,260,2,19,200,5000,0.10492,0.09805,0.427,0.0000,IMG_0444.CR3,
120,10:24:20,11793,67,44,264,2,28,200,5024,0.10190,0.09537,0.420,0.0000,IMG_0445.CR3,
121,10:24:35,11761,69,45,241,2,19,200,5047,0.09952,0.09301,0.416,0.0000,IMG_0446.CR3,
122,10:24:50,11820,66,45,279,2,38,200,5001,0.09736,0.09095,0.412,0.0000,IMG_0447.CR3,
123,10:25:05,11837,72,45,294,2,41,200,5021,0.09633,0.09023,0.412,0.0000,IMG_0448.CR3,
124,10:25:20,11766,70,46,250,2,14,200,5018,0.09630,0.09027,0.412,0.0000,IMG_0449.CR3,
125,10:25:35,11769,73,44,254,2,14,200,5035,0.09726,0.09110,0.412,0.0000,IMG_0450.CR3,
126,10:25:50,11840,67,47,320,2,19,200,5027,0.09903,0.09266,0.416,0.0000,IMG_0451.CR3,
127,10:26:05,11790,64,45,261,2,28,200,5027,0.10168,0.09515,0.420,0.0000,IMG_0452.CR3,
128,10:26:20,11847,64,48,330,2,15,200,5045,0.10475,0.09794,0.427,0.0000,IMG_0453.CR3,
