frame,wallclock,cycle_ms,iso,iso_ms,post_ms,post_http,notify_ms,polls,fetch_ms,fetch_http,file,medY,meanY,note
1,17:35:21,188534,1250,10,15,503,180534,2,0,0,,-1.00000,-1.00000,通知なし
2,17:35:35,12006,1600,3081,86,200,4006,3,0,0,IMG_0233.CR3,-1.00000,-1.00000,
3,17:35:48,10943,1250,1859,174,200,2817,3,40,200,IMG_0234.CR3,0.00045,0.00108,
