frame,wallclock,cycle_ms,post_ms,post_http,notify_http,notify_ms,polls,fetch_ms,fetch_http,iso,iso_ms,file,medY,meanY,note
1,04:05:16,1734,66,200,200,1549,3,26,200,1250,5,IMG_0003.JPG,0.00015,0.00000,
2,04:05:22,2285,86,200,200,2161,3,24,200,1600,13,IMG_0004.JPG,0.00015,0.00000,
3,04:05:28,2320,85,200,200,2200,3,22,200,1250,11,IMG_0005.JPG,0.00016,0.00001,
4,04:05:34,2217,83,200,200,2099,3,23,200,1600,11,IMG_0006.JPG,0.00015,0.00000,
5,04:05:41,2299,88,200,200,2177,3,24,200,1250,10,IMG_0007.JPG,0.00016,0.00002,
6,04:05:47,2058,81,200,200,1943,4,23,200,1600,10,IMG_0008.JPG,0.00015,0.00000,
7,04:05:52,1479,69,200,200,1367,4,28,200,1250,14,IMG_0009.JPG,0.00016,0.00001,
8,04:05:58,1480,73,200,200,1368,3,26,200,1600,11,IMG_0010.JPG,0.00015,0.00000,
9,04:06:04,2055,81,200,200,1937,3,25,200,1250,11,IMG_0011.JPG,0.00016,0.00001,
10,04:06:10,2107,80,200,200,1992,3,24,200,1600,10,IMG_0012.JPG,0.00015,0.00000,
11,04:06:15,1630,78,200,200,1518,3,24,200,1250,10,IMG_0013.JPG,0.00016,0.00001,
12,04:06:21,1485,85,200,200,1363,4,27,200,1600,10,IMG_0014.JPG,0.00015,0.00000,
13,04:06:26,1493,86,200,200,1371,3,25,200,1250,11,IMG_0015.JPG,0.00016,0.00002,
14,04:06:32,1472,86,200,200,1347,4,26,200,1600,13,IMG_0016.JPG,0.00015,0.00000,
15,04:06:37,1512,89,200,200,1389,4,23,200,1250,10,IMG_0017.JPG,0.00016,0.00001,
16,04:06:43,1783,72,200,200,1678,3,23,200,1600,10,IMG_0018.JPG,0.00015,0.00000,
17,04:06:49,2164,72,200,200,2057,3,25,200,1250,10,IMG_0019.JPG,0.00016,0.00001,
18,04:06:55,1841,65,200,200,1735,3,25,200,1600,14,IMG_0020.JPG,0.00015,0.00000,
19,04:07:01,1500,78,200,200,1388,3,24,200,1250,10,IMG_0021.JPG,0.00016,0.00001,
20,04:07:06,1472,81,200,200,1355,4,26,200,1600,10,IMG_0022.JPG,0.00015,0.00000,
21,04:07:12,1515,76,200,200,1401,4,27,200,1250,10,IMG_0023.JPG,0.00016,0.00001,
22,04:07:17,1447,84,200,200,1326,3,25,200,1600,10,IMG_0024.JPG,0.00015,0.00000,
23,04:07:23,1656,78,200,200,1540,4,27,200,1250,11,IMG_0025.JPG,0.00016,0.00001,
24,04:07:29,2108,79,200,200,1992,3,24,200,1600,11,IMG_0026.JPG,0.00015,0.00000,
25,04:07:35,2071,71,200,200,1961,3,26,200,1250,12,IMG_0027.JPG,0.00016,0.00001,
26,04:07:40,1453,83,200,200,1330,3,28,200,1600,12,IMG_0028.JPG,0.00015,0.00000,
27,04:07:46,1506,58,200,200,1407,3,28,200,1250,12,IMG_0029.JPG,0.00016,0.00002,
28,04:07:51,1490,72,200,200,1374,4,33,200,1600,10,IMG_0030.JPG,0.00015,0.00000,
29,04:07:57,1503,71,200,200,1398,4,21,200,1250,11,IMG_0031.JPG,0.00016,0.00002,
30,04:08:02,1514,128,200,200,1348,3,27,200,1600,10,IMG_0032.JPG,0.00015,0.00000,
31,04:08:09,2092,177,200,200,1878,3,26,200,1250,11,IMG_0033.JPG,0.00016,0.00001,
32,04:08:15,2087,66,200,200,1983,3,26,200,1600,11,IMG_0034.JPG,0.00015,0.00000,
33,04:08:20,1684,79,200,200,1570,3,26,200,1250,10,IMG_0035.JPG,0.00016,0.00001,
34,04:08:26,1486,67,200,200,1381,4,28,200,1600,10,IMG_0036.JPG,0.00015,0.00000,
35,04:08:31,1502,85,200,200,1376,3,28,200,1250,11,IMG_0037.JPG,0.00016,0.00001,
36,04:08:37,1476,71,200,200,1366,3,26,200,1600,10,IMG_0038.JPG,0.00015,0.00000,
37,04:08:42,1507,83,200,200,1385,4,27,200,1250,11,IMG_0039.JPG,0.00016,0.00001,
38,04:08:48,1779,69,200,200,1671,3,27,200,1600,11,IMG_0040.JPG,0.00015,0.00000,
39,04:08:54,2128,80,200,200,2007,3,27,200,1250,11,IMG_0041.JPG,0.00016,0.00001,
40,04:09:00,1906,141,200,200,1726,4,27,200,1600,10,IMG_0042.JPG,0.00015,0.00000,
41,04:09:06,1591,177,200,200,1374,3,26,200,1250,14,IMG_0043.JPG,0.00016,0.00001,
42,04:09:11,1513,118,200,200,1355,3,29,200,1600,11,IMG_0044.JPG,0.00015,0.00000,
43,04:09:17,1459,49,200,200,1372,4,27,200,1250,10,IMG_0045.JPG,0.00016,0.00001,
44,04:09:22,1467,88,200,200,1339,3,27,200,1600,12,IMG_0046.JPG,0.00015,0.00000,
45,04:09:28,1578,85,200,200,1455,4,27,200,1250,10,IMG_0047.JPG,0.00016,0.00001,
46,04:09:34,2245,62,200,200,2142,3,30,200,1600,10,IMG_0048.JPG,0.00015,0.00000,
47,04:09:40,2259,87,200,200,2130,3,27,200,1250,14,IMG_0049.JPG,0.00016,0.00001,
48,04:09:46,1835,72,200,200,1720,4,30,200,1600,13,IMG_0050.JPG,0.00015,0.00000,
49,04:09:52,1494,79,200,200,1377,3,26,200,1250,11,IMG_0051.JPG,0.00016,0.00001,
50,04:09:57,1482,83,200,200,1361,3,26,200,1600,11,IMG_0052.JPG,0.00015,0.00000,
51,04:10:03,1487,80,200,200,1370,4,26,200,1250,10,IMG_0053.JPG,0.00016,0.00002,
52,04:10:08,1545,125,200,200,1383,3,25,200,1600,11,IMG_0054.JPG,0.00015,0.00000,
53,04:10:14,2115,67,200,200,2011,3,25,200,1250,11,IMG_0055.JPG,0.00016,0.00001,
54,04:10:20,2223,74,200,200,2108,4,27,200,1600,12,IMG_0056.JPG,0.00015,0.00000,
55,04:10:27,2178,142,200,200,1996,3,27,200,1250,12,IMG_0057.JPG,0.00016,0.00002,
56,04:10:32,1517,87,200,200,1392,3,28,200,1600,10,IMG_0058.JPG,0.00015,0.00000,
57,04:10:38,1561,124,200,200,1401,3,26,200,1250,10,IMG_0059.JPG,0.00016,0.00001,
58,04:10:43,1475,81,200,200,1354,3,29,200,1600,10,IMG_0060.JPG,0.00015,0.00000,
59,04:10:49,1501,76,200,200,1384,4,28,200,1250,11,IMG_0061.JPG,0.00016,0.00001,
60,04:10:54,1716,73,200,200,1603,4,29,200,1600,11,IMG_0062.JPG,0.00015,0.00000,
61,04:11:01,2155,88,200,200,2028,3,29,200,1250,10,IMG_0063.JPG,0.00016,0.00001,
62,04:11:06,1909,71,200,200,1798,4,27,200,1600,13,IMG_0064.JPG,0.00015,0.00000,
63,04:11:12,1528,89,200,200,1396,3,28,200,1250,14,IMG_0065.JPG,0.00016,0.00001,
64,04:11:18,1500,130,200,200,1334,3,24,200,1600,11,IMG_0066.JPG,0.00015,0.00000,
65,04:11:23,1484,82,200,200,1358,4,32,200,1250,11,IMG_0067.JPG,0.00016,0.00001,
66,04:11:28,1484,85,200,200,1358,3,29,200,1600,11,IMG_0068.JPG,0.00015,0.00000,
67,04:11:34,1545,79,200,200,1425,4,29,200,1250,12,IMG_0069.JPG,0.00016,0.00001,
68,04:11:40,2219,91,200,200,2088,4,27,200,1600,11,IMG_0070.JPG,0.00015,0.00000,
69,04:11:46,2264,76,200,200,2146,3,26,200,1250,14,IMG_0071.JPG,0.00016,0.00001,
70,04:11:52,1836,75,200,200,1722,3,29,200,1600,10,IMG_0072.JPG,0.00015,0.00000,
71,04:11:58,1518,101,200,200,1374,3,28,200,1250,13,IMG_0073.JPG,0.00016,0.00001,
72,04:12:03,1561,160,200,200,1364,3,26,200,1600,10,IMG_0074.JPG,0.00015,0.00000,
73,04:12:09,1567,148,200,200,1381,4,28,200,1250,10,IMG_0075.JPG,0.00016,0.00001,
74,04:12:15,1563,158,200,200,1365,4,29,200,1600,11,IMG_0076.JPG,0.00015,0.00000,
75,04:12:21,2054,144,200,200,1872,3,27,200,1250,11,IMG_0077.JPG,0.00016,0.00001,
76,04:12:27,2087,86,200,200,1961,3,28,200,1600,11,IMG_0078.JPG,0.00015,0.00000,
77,04:12:32,1730,80,200,200,1613,3,26,200,1250,10,IMG_0079.JPG,0.00016,0.00001,
78,04:12:38,1483,84,200,200,1355,3,31,200,1600,12,IMG_0080.JPG,0.00015,0.00000,
79,04:12:43,1498,83,200,200,1378,3,26,200,1250,11,IMG_0081.JPG,0.00016,0.00001,
80,04:12:49,1492,80,200,200,1372,4,28,200,1600,11,IMG_0082.JPG,0.00015,0.00000,
81,04:12:54,1505,86,200,200,1377,4,28,200,1250,13,IMG_0083.JPG,0.00016,0.00002,
