n,time,elapsed_s,shutter_ms,shutter_try,shutter_status,wait_ms,polls,list_ms,thumb_ms,thumb_bytes,note
628,23:12:23,9409,86,1,200,120,1,502,36,970,
629,23:12:38,9424,78,1,200,24,1,370,36,970,
630,23:12:53,9439,102,1,200,41,1,431,38,970,
631,23:13:08,9454,91,1,200,73,1,370,35,986,
632,23:13:23,9469,102,1,200,346,1,453,41,970,
633,23:13:38,9484,81,1,200,31,1,460,42,970,
634,23:13:53,9499,106,1,200,28,1,484,43,970,
635,23:14:08,9514,93,1,200,21,1,418,46,970,
636,23:14:23,9529,82,1,200,105,1,565,38,970,
637,23:14:38,9544,89,1,200,16,1,410,60,970,
638,23:14:53,9559,85,1,200,23,1,441,35,970,
639,23:15:08,9574,87,1,200,26,1,524,45,970,
640,23:15:24,9589,104,1,200,514,1,438,63,970,
641,23:15:38,9604,90,1,200,28,1,462,48,970,
642,23:15:53,9619,123,1,200,60,1,543,49,970,
643,23:16:08,9634,90,1,200,27,1,469,41,970,
644,23:16:24,9649,91,1,200,114,1,853,58,970,
645,23:16:38,9664,116,1,200,79,1,602,40,970,
646,23:16:53,9679,95,1,200,31,1,502,34,970,
647,23:17:08,9694,122,1,200,46,1,588,44,970,
648,23:17:24,9709,93,1,200,159,1,794,40,970,
649,23:17:38,9724,96,1,200,19,1,477,64,970,
650,23:17:53,9739,86,1,200,22,1,539,40,1014,
651,23:18:08,9754,122,1,200,28,1,597,40,970,
652,23:18:24,9769,84,1,200,169,1,682,43,970,
653,23:18:38,9784,119,1,200,78,1,660,32,985,
654,23:18:53,9799,86,1,200,92,1,564,43,970,
655,23:19:08,9814,119,1,200,21,1,598,37,970,
656,23:19:24,9829,128,1,200,102,1,823,38,970,
657,23:19:38,9844,84,1,200,31,1,582,51,970,
658,23:19:54,9859,88,1,200,92,1,740,25,970,
659,23:20:08,9874,83,1,200,35,1,591,56,970,
660,23:20:24,9890,84,1,200,191,1,867,40,970,
661,23:20:38,9904,88,1,200,22,1,562,36,970,
662,23:20:53,9919,108,1,200,24,1,579,27,970,
663,23:21:08,9934,97,1,200,15,1,686,34,970,
664,23:21:24,9950,104,1,200,104,1,907,35,970,
665,23:21:38,9964,73,1,200,81,1,644,30,970,
666,23:21:54,9979,98,1,200,74,1,772,65,970,
667,23:22:08,9994,96,1,200,81,1,666,44,970,
668,23:22:24,10010,76,1,200,57,1,1037,39,970,
669,23:22:39,10024,97,1,200,83,1,835,44,970,
670,23:22:53,10039,85,1,200,16,1,651,41,970,
671,23:23:09,10054,136,1,200,67,1,695,51,970,
672,23:23:24,10069,93,1,200,103,1,853,53,970,
673,23:23:39,10085,196,1,200,39,1,872,39,970,
674,23:23:54,10099,112,1,200,20,1,898,39,970,
675,23:24:09,10115,107,1,200,47,1,967,30,970,
676,23:24:24,10130,93,1,200,70,1,1038,45,970,
677,23:24:38,10144,90,1,200,33,1,737,35,970,
678,23:24:54,10159,97,1,200,23,1,895,55,1007,
679,23:25:09,10175,95,1,200,57,1,936,58,978,
680,23:25:24,10190,96,1,200,121,1,1001,39,970,
681,23:25:39,10205,103,1,200,66,1,964,54,970,
682,23:25:54,10220,104,1,200,56,1,1005,57,970,
683,23:26:09,10235,107,1,200,48,1,947,48,970,
684,23:26:24,10250,130,1,200,211,1,1017,34,970,
685,23:26:39,10265,91,1,200,69,1,970,32,970,
686,23:26:54,10280,98,1,200,49,1,1004,44,970,
687,23:27:09,10295,110,1,200,25,1,988,35,970,
688,23:27:24,10310,99,1,200,59,1,1160,62,970,
689,23:27:39,10325,86,1,200,23,1,954,48,970,
690,23:27:54,10340,84,1,200,23,1,980,24,979,
691,23:28:09,10355,92,1,200,31,1,1059,41,970,
692,23:28:24,10370,101,1,200,81,1,1302,44,970,
693,23:28:39,10385,180,1,200,21,1,1351,39,970,
694,23:28:54,10400,91,1,200,81,1,1093,39,970,
695,23:29:09,10415,104,1,200,23,1,1111,35,970,
696,23:29:24,10430,106,1,200,221,1,1207,34,970,
697,23:29:39,10445,106,1,200,30,1,1317,34,970,
698,23:29:54,10460,90,1,200,67,1,1128,45,970,
699,23:30:09,10475,97,1,200,20,1,994,40,976,
700,23:30:24,10490,92,1,200,337,1,1184,31,970,
701,23:30:38,10504,84,1,200,11,1,21,30,970,
702,23:30:53,10519,103,1,200,19,1,29,16,970,
703,23:31:08,10534,101,1,200,21,1,36,18,970,
704,23:31:23,10549,101,1,200,322,1,88,42,970,
705,23:31:38,10564,100,1,200,68,1,101,47,1000,
706,23:31:53,10579,200,1,200,30,1,106,36,970,
707,23:32:08,10594,107,1,200,81,1,127,33,982,
708,23:32:23,10609,89,1,200,284,1,145,50,970,
709,23:32:38,10624,82,1,200,27,1,141,43,970,
710,23:32:53,10639,103,1,200,42,1,166,39,970,
711,23:33:08,10654,115,1,200,79,1,179,41,970,
712,23:33:23,10669,98,1,200,52,1,404,39,970,
713,23:33:38,10684,90,1,200,11,1,103,26,970,
714,23:33:53,10699,93,1,200,17,1,93,28,970,
715,23:34:08,10714,203,1,200,13,1,104,118,970,
716,23:34:23,10729,89,1,200,261,1,282,40,970,
717,23:34:38,10744,90,1,200,67,1,271,38,970,
718,23:34:53,10759,100,1,200,25,1,294,46,970,
719,23:35:08,10774,123,1,200,80,1,264,41,970,
720,23:35:23,10789,114,1,200,171,1,280,41,970,
721,23:35:38,10804,107,1,200,75,1,328,41,971,
722,23:35:53,10819,82,1,200,44,1,303,44,970,
723,23:36:08,10834,78,1,200,32,1,306,31,970,
724,23:36:23,10849,101,1,200,187,1,408,47,970,
725,23:36:38,10864,78,1,200,49,1,335,57,970,
726,23:36:53,10879,91,1,200,20,1,281,44,970,
727,23:37:08,10894,100,1,200,17,1,283,32,970,
728,23:37:23,10909,95,1,200,246,1,384,42,970,
729,23:37:38,10924,98,1,200,24,1,340,47,970,
730,23:37:53,10939,107,1,200,74,1,436,56,970,
731,23:38:08,10954,112,1,200,41,1,374,56,970,
732,23:38:23,10969,149,1,200,132,1,412,38,970,
733,23:38:38,10984,111,1,200,21,1,476,32,970,
734,23:38:53,10999,109,1,200,75,1,399,34,970,
735,23:39:08,11014,125,1,200,66,1,422,55,970,
736,23:39:23,11029,90,1,200,198,1,546,46,1033,
737,23:39:38,11044,84,1,200,23,1,422,45,988,
738,23:39:53,11059,115,1,200,40,1,529,37,970,
739,23:40:08,11074,102,1,200,47,1,512,46,970,
740,23:40:23,11089,104,1,200,242,1,457,29,970,
741,23:40:38,11104,102,1,200,25,1,440,55,970,
742,23:40:53,11119,92,1,200,22,1,493,37,970,
743,23:41:08,11134,114,1,200,14,1,528,35,970,
744,23:41:23,11149,153,1,200,173,1,510,43,970,
745,23:41:38,11164,96,1,200,24,1,610,27,983,
746,23:41:53,11179,125,1,200,33,1,498,46,970,
747,23:42:08,11194,100,1,200,61,1,504,35,970,
748,23:42:24,11209,86,1,200,194,1,642,55,970,
749,23:42:38,11224,91,1,200,21,1,529,42,970,
750,23:42:53,11239,99,1,200,32,1,549,48,1016,
751,23:43:08,11254,111,1,200,13,1,706,33,970,
752,23:43:24,11269,93,1,200,260,1,552,49,970,
753,23:43:38,11284,114,1,200,25,1,665,34,970,
754,23:43:53,11299,84,1,200,47,1,539,44,970,
755,23:44:08,11314,101,1,200,26,1,616,52,970,
756,23:44:24,11329,82,1,200,201,1,716,32,970,
757,23:44:38,11344,103,1,200,77,1,588,43,970,
758,23:44:54,11359,104,1,200,88,1,762,46,970,
759,23:45:08,11374,93,1,200,25,1,602,38,970,
760,23:45:24,11390,108,1,200,268,1,744,37,986,
761,23:45:38,11404,91,1,200,75,1,612,48,970,
762,23:45:54,11419,195,1,200,83,1,658,48,970,
763,23:46:09,11434,91,1,200,17,1,767,35,970,
764,23:46:24,11450,85,1,200,252,1,771,44,987,
765,23:46:38,11464,86,1,200,21,1,560,34,970,
766,23:46:54,11479,90,1,200,33,1,727,57,970,
767,23:47:08,11494,102,1,200,16,1,583,47,970,
768,23:47:24,11510,79,1,200,65,1,1038,37,970,
769,23:47:39,11525,89,1,200,25,1,914,35,970,
770,23:47:54,11539,99,1,200,94,1,678,23,970,
771,23:48:09,11554,91,1,200,32,1,719,49,970,
772,23:48:24,11570,98,1,200,207,1,937,43,970,
773,23:48:39,11585,94,1,200,89,1,893,42,983,
774,23:48:54,11600,73,1,200,94,1,896,44,970,
775,23:49:09,11615,106,1,200,57,1,929,50,970,
776,23:49:24,11630,103,1,200,100,1,934,32,970,
777,23:49:39,11644,100,1,200,76,1,761,43,970,
778,23:49:53,11659,68,1,200,12,1,623,41,970,
779,23:50:09,11675,84,1,200,25,1,950,33,970,
780,23:50:24,11690,94,1,200,213,1,946,39,1003,
781,23:50:39,11705,178,1,200,29,1,1002,37,1006,
782,23:50:54,11720,91,1,200,91,1,1024,45,970,
783,23:51:09,11735,89,1,200,87,1,956,42,970,
784,23:51:24,11750,85,1,200,225,1,990,41,970,
785,23:51:39,11765,79,1,200,23,1,995,45,970,
786,23:51:54,11780,110,1,200,69,1,1036,43,970,
787,23:52:09,11795,88,1,200,84,1,1062,66,970,
788,23:52:24,11810,198,1,200,112,1,1014,42,970,
789,23:52:39,11825,103,1,200,40,1,1051,46,970,
790,23:52:54,11840,82,1,200,24,1,1040,32,970,
791,23:53:09,11855,88,1,200,14,1,1102,27,970,
792,23:53:24,11870,93,1,200,125,1,1215,40,970,
793,23:53:39,11885,77,1,200,22,1,1279,54,970,
794,23:53:54,11900,165,1,200,24,1,1117,40,7200,
795,23:54:09,11915,93,1,200,39,1,1163,42,7186,
796,23:54:24,11930,103,1,200,128,1,1150,27,7190,
797,23:54:39,11945,106,1,200,27,1,1414,43,7215,
798,23:54:54,11960,77,1,200,15,1,1233,46,7196,
799,23:55:09,11975,101,1,200,106,1,1464,32,7185,
800,23:55:24,11990,86,1,200,179,1,1416,54,7177,
801,23:55:38,12004,79,1,200,23,1,23,17,7151,
802,23:55:53,12019,124,1,200,14,1,24,18,7181,
803,23:56:08,12034,99,1,200,53,1,70,52,7190,
804,23:56:23,12049,94,1,200,151,1,107,38,7198,
805,23:56:38,12064,93,1,200,11,1,196,31,7200,
806,23:56:53,12079,72,1,200,11,1,203,56,7190,
807,23:57:08,12094,101,1,200,101,1,129,38,7176,
808,23:57:23,12109,100,1,200,132,1,265,31,7170,
809,23:57:38,12124,74,1,200,29,1,81,38,7175,
810,23:57:53,12139,98,1,200,10,1,69,17,7174,
811,23:58:08,12154,81,1,200,28,1,265,36,7183,
812,23:58:23,12169,102,1,200,364,1,203,38,7175,
813,23:58:38,12184,78,1,200,46,1,216,32,7177,
814,23:58:53,12199,110,1,200,12,1,321,44,7148,
815,23:59:08,12214,116,1,200,111,1,266,35,7193,
816,23:59:23,12229,83,1,200,251,1,271,38,7174,
817,23:59:38,12244,76,1,200,11,1,103,134,7188,
818,23:59:53,12259,98,1,200,86,1,279,44,7178,
819,00:00:08,12274,91,1,200,13,1,354,30,7167,
820,00:00:23,12289,116,1,200,353,1,294,44,7193,
821,00:00:38,12304,74,1,200,28,1,303,32,7172,
822,00:00:53,12319,100,1,200,11,1,321,34,7165,
823,00:01:08,12334,88,1,200,12,1,269,30,7151,
824,00:01:23,12349,116,1,200,100,1,433,28,7194,
825,00:01:38,12364,72,1,200,10,1,126,123,7173,
826,00:01:53,12379,79,1,200,14,1,414,57,7190,
827,00:02:08,12394,107,1,200,21,1,456,41,7117,
828,00:02:23,12409,95,1,200,111,1,484,45,7159,
829,00:02:38,12424,105,1,200,92,1,371,37,7189,
830,00:02:53,12439,80,1,200,16,1,536,33,7153,
831,00:03:08,12454,102,1,200,24,1,172,17,7141,
832,00:03:23,12469,85,1,200,79,1,441,40,7162,
833,00:03:38,12484,84,1,200,10,1,360,35,7160,
834,00:03:53,12499,90,1,200,94,1,405,59,7158,
835,00:04:08,12514,89,1,200,13,1,527,45,7169,
836,00:04:23,12529,75,1,200,126,1,502,47,7171,
837,00:04:38,12544,100,1,200,24,1,520,33,7163,
838,00:04:53,12559,108,1,200,33,1,468,34,7182,
839,00:05:08,12574,89,1,200,71,1,530,36,7177,
840,00:05:23,12589,106,1,200,60,1,565,60,7180,
841,00:05:38,12604,123,1,200,31,1,441,48,7173,
842,00:05:53,12619,81,1,200,45,1,641,37,7174,
843,00:06:08,12634,94,1,200,24,1,570,29,7160,
844,00:06:23,12649,105,1,200,143,1,497,40,7178,
845,00:06:38,12664,88,1,200,11,1,693,41,7168,
846,00:06:53,12679,89,1,200,39,1,533,37,7165,
847,00:07:08,12694,147,1,200,17,1,443,38,7156,
848,00:07:24,12709,76,1,200,93,1,754,36,7147,
849,00:07:38,12724,95,1,200,11,1,446,59,7162,
850,00:07:53,12739,87,1,200,45,1,568,62,7160,
851,00:08:09,12754,134,1,200,34,1,759,40,7189,
852,00:08:24,12769,85,1,200,137,1,583,43,7164,
853,00:08:39,12784,112,1,200,79,1,690,49,7166,
854,00:08:53,12799,92,1,200,13,1,670,33,7188,
855,00:09:08,12814,107,1,200,11,1,473,32,7164,
856,00:09:24,12829,143,1,200,82,1,725,40,7163,
857,00:09:38,12844,92,1,200,10,1,505,36,7186,
858,00:09:54,12859,119,1,200,12,1,833,37,7193,
859,00:10:09,12874,105,1,200,11,1,696,22,7172,
860,00:10:24,12890,93,1,200,44,1,840,49,7148,
861,00:10:39,12904,116,1,200,10,1,703,26,7146,
862,00:10:54,12919,90,1,200,15,1,733,35,7174,
863,00:11:08,12934,71,1,200,27,1,685,34,7136,
864,00:11:24,12949,91,1,200,49,1,818,36,7129,
865,00:11:38,12964,74,1,200,24,1,633,49,7163,
866,00:11:54,12980,93,1,200,119,1,805,34,7150,
867,00:12:09,12994,90,1,200,88,1,689,43,7109,
868,00:12:24,13010,106,1,200,115,1,870,64,7152,
869,00:12:39,13025,91,1,200,11,1,947,39,7146,
870,00:12:54,13039,99,1,200,16,1,705,44,7175,
871,00:13:08,13054,89,1,200,11,1,603,32,7183,
872,00:13:24,13070,99,1,200,55,1,845,38,7147,
873,00:13:39,13084,74,1,200,13,1,815,30,7147,
874,00:13:54,13100,79,1,200,12,1,965,34,7159,
875,00:14:09,13115,94,1,200,11,1,937,41,7169,
876,00:14:24,13130,134,1,200,122,1,935,63,7186,
877,00:14:39,13145,95,1,200,109,1,774,40,7168,
878,00:14:54,13159,103,1,200,26,1,780,29,7160,
879,00:15:09,13174,130,1,200,22,1,833,25,7168,
880,00:15:24,13190,92,1,200,235,1,977,41,7127,
881,00:15:39,13205,88,1,200,12,1,1061,52,7152,
882,00:15:54,13220,97,1,200,11,1,1144,39,7141,
883,00:16:09,13235,100,1,200,11,1,1067,42,7172,
884,00:16:24,13250,89,1,200,112,1,1002,34,7144,
885,00:16:39,13265,93,1,200,118,1,1011,64,7160,
886,00:16:54,13279,87,1,200,36,1,678,48,7167,
887,00:17:09,13295,120,1,200,11,1,1036,50,7138,
888,00:17:24,13310,79,1,200,46,1,1005,29,7134,
889,00:17:39,13325,107,1,200,102,1,1067,37,7154,
890,00:17:54,13340,78,1,200,14,1,1063,40,7154,
891,00:18:09,13355,109,1,200,27,1,1098,52,7144,
892,00:18:24,13370,77,1,200,79,1,1162,32,7165,
893,00:18:39,13385,119,1,200,45,1,1336,38,7129,
894,00:18:54,13400,100,1,200,22,1,1206,34,7146,
895,00:19:09,13415,119,1,200,14,1,984,40,7128,
896,00:19:24,13430,102,1,200,86,1,1252,62,7146,
897,00:19:39,13445,77,1,200,27,1,1386,50,7135,
898,00:19:54,13460,138,1,200,114,1,1168,35,7142,
899,00:20:09,13475,122,1,200,99,1,1198,36,7149,
900,00:20:24,13490,91,1,200,119,1,1266,35,7115,
901,00:20:38,13504,118,1,200,41,1,66,42,7141,
902,00:20:53,13519,104,1,200,11,1,25,16,7149,
903,00:21:08,13534,202,1,200,13,1,29,17,7156,
904,00:21:23,13549,76,1,200,22,1,35,18,7161,
905,00:21:38,13564,65,1,200,12,1,151,43,7134,
906,00:21:53,13579,78,1,200,119,1,130,35,7157,
907,00:22:08,13594,101,1,200,17,1,213,33,7139,
908,00:22:23,13609,128,1,200,11,1,245,27,7161,
909,00:22:38,13624,112,1,200,15,1,244,37,7141,
910,00:22:53,13639,82,1,200,20,1,80,30,7102,
911,00:23:08,13654,114,1,200,14,1,76,33,970,
912,00:23:23,13669,88,1,200,12,1,83,27,970,
913,00:23:38,13684,66,1,200,35,1,180,50,970,
914,00:23:53,13699,88,1,200,27,1,234,54,1041,
915,00:24:08,13714,91,1,200,90,1,267,40,970,
916,00:24:23,13729,212,1,200,15,1,237,35,1165,
917,00:24:38,13744,94,1,200,24,1,270,38,970,
918,00:24:53,13759,128,1,200,27,1,299,33,970,
919,00:25:08,13774,97,1,200,73,1,270,36,970,
920,00:25:23,13789,59,1,200,99,1,299,44,1061,
921,00:25:38,13804,85,1,200,12,1,332,33,970,
922,00:25:53,13819,98,1,200,22,1,344,30,970,
923,00:26:08,13834,162,1,200,14,1,235,34,970,
924,00:26:23,13849,81,1,200,25,1,250,31,970,
925,00:26:38,13864,90,1,200,21,1,315,29,970,
926,00:26:53,13879,93,1,200,23,1,333,42,970,
927,00:27:08,13894,92,1,200,34,1,381,29,970,
928,00:27:23,13909,129,1,200,79,1,365,40,970,
929,00:27:38,13924,95,1,200,83,1,396,35,970,
930,00:27:53,13939,89,1,200,89,1,460,38,970,
931,00:28:08,13954,87,1,200,21,1,389,40,1175,
932,00:28:23,13969,91,1,200,68,1,419,36,970,
933,00:28:38,13984,92,1,200,98,1,494,35,970,
934,00:28:53,13999,86,1,200,67,1,429,42,1049,
935,00:29:08,14014,90,1,200,20,1,490,35,970,
936,00:29:23,14029,86,1,200,15,1,444,34,970,
937,00:29:38,14044,69,1,200,15,1,327,40,970,
938,00:29:53,14059,89,1,200,14,1,387,34,970,
939,00:30:08,14074,87,1,200,15,1,546,40,970,
940,00:30:23,14089,98,1,200,19,1,476,25,970,
941,00:30:38,14104,106,1,200,73,1,497,43,970,
942,00:30:53,14119,87,1,200,91,1,570,34,970,
943,00:31:08,14134,82,1,200,75,1,505,32,970,
944,00:31:23,14149,110,1,200,88,1,523,52,970,
945,00:31:39,14164,90,1,200,87,1,655,39,970,
946,00:31:54,14179,194,1,200,89,1,538,35,970,
947,00:32:08,14194,88,1,200,77,1,552,37,970,
948,00:32:24,14210,198,1,200,34,1,752,34,970,
949,00:32:38,14224,85,1,200,13,1,520,31,970,
950,00:32:53,14239,80,1,200,14,1,480,56,970,
951,00:33:09,14254,82,1,200,16,1,661,49,970,
952,00:33:23,14269,99,1,200,16,1,524,29,970,
953,00:33:39,14284,87,1,200,32,1,707,25,970,
954,00:33:54,14299,88,1,200,81,1,613,47,970,
955,00:34:09,14314,66,1,200,82,1,630,41,970,
956,00:34:24,14330,167,1,200,218,1,707,41,970,
957,00:34:38,14344,101,1,200,23,1,627,36,970,
958,00:34:54,14360,128,1,200,67,1,796,38,970,
959,00:35:09,14374,92,1,200,93,1,637,46,970,
960,00:35:24,14389,84,1,200,30,1,801,36,970,
